OTU	MQ210406-101	MQ210406-102	MQ210406-103	MQ210406-104	MQ210406-105	MQ210406-106	MQ210406-107	MQ210406-113	MQ210406-116	MQ210406-119	MQ210406-12	MQ210406-137	MQ210406-13	MQ210406-140	MQ210406-159	MQ210406-160	MQ210406-19	MQ210406-1	MQ210406-20	MQ210406-21	MQ210406-22	MQ210406-23	MQ210406-24	MQ210406-31	MQ210406-32	MQ210406-33	MQ210406-34	MQ210406-35	MQ210406-36	MQ210406-37	MQ210406-38	MQ210406-39	MQ210406-40	MQ210406-41	MQ210406-48	MQ210406-49	MQ210406-50	MQ210406-51	MQ210406-52	MQ210406-53	MQ210406-54	MQ210406-55	MQ210406-56	MQ210406-57	MQ210406-58	MQ210406-59	MQ210406-60	MQ210406-61	MQ210406-62	MQ210406-63	MQ210406-66	MQ210406-67	MQ210406-68	MQ210406-69	MQ210406-75	MQ210406-78	MQ210406-81	MQ210406-82	MQ210406-83	MQ210406-84	MQ210406-86	MQ210406-87	MQ210406-89	MQ210406-90	MQ210406-91	MQ210406-92	MQ210406-93	MQ210406-94	MQ210406-9	Kingdom	Phylum	Class	Order	Family	Genus	Species
Zotu11312	4	0	1	0	2	0	0	0	0	0	0	0	10	0	0	0	0	4	1	1	0	0	2	0	1	2	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	2	0	1	0	0	0	0	3	6	2	0	0	0	2	1	0	0	0	5	4	0	0	0	0	1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	s__
Zotu11313	0	0	0	4	1	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	1	1	0	0	0	6	0	0	0	3	1	0	1	3	0	0	3	0	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0	2	2	0	0	0	0	d__Bacteria	p__Chloroflexi	c__AD3	o__AD3	f__AD3	g__AD3	s__
Zotu11314	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__[Agitococcus]_lubricus_group	s__
Zotu11315	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	1	0	3	5	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu11316	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaeraceae	s__
Zotu11317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	d__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__Smithellaceae	g__Smithella	s__
Zotu11318	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	1	1	2	2	2	7	1	5	0	0	0	0	1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_Incertae_Sedis	f__	g__Acidibacter	s__
Zotu11319	0	2	2	0	5	0	2	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	2	0	0	2	0	0	0	0	0	6	0	0	0	2	0	3	0	1	0	25	0	0	0	0	0	0	0	3	5	4	1	0	0	1	1	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__	g__	s__
Zotu11320	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	21	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	3	1	1	0	0	2	0	0	1	0	1	3	2	0	0	0	0	0	d__Bacteria	p__WPS-2	c__WPS-2	o__WPS-2	f__WPS-2	g__WPS-2	s__
Zotu11321	0	0	2	2	0	1	0	0	0	0	18	0	2	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	10	0	0	0	0	2	0	0	2	3	1	1	1	3	0	0	5	0	7	1	0	0	1	1	0	0	2	0	0	0	0	7	0	0	1	0	1	0	1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Conexibacter	s__
Zotu11322	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	3	4	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria	p__	c__	o__	f__	g__	s__
Zotu11323	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu11324	2	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	4	0	0	0	4	0	0	0	2	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae___Subgroup_1__	g__Acidipila	s__
Zotu11325	1	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	6	1	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	8	1	2	0	3	1	0	0	0	0	2	4	0	0	1	0	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
Zotu11326	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	16	0	0	0	0	0	0	0	2	4	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	3	5	0	0	0	0	0	d__Bacteria	p__WPS-2	c__WPS-2	o__WPS-2	f__WPS-2	g__WPS-2	s__
Zotu11327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Thermovirga	s__
Zotu11328	6	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	6	0	0	0	3	0	0	0	2	0	0	1	0	1	1	0	0	2	0	0	0	1	0	0	2	4	2	0	3	1	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__
Zotu11329	0	22	0	0	0	15	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	18	38	0	0	0	0	20	2	0	5	18	59	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	d__Bacteria	p__Chloroflexi	c__Gitt-GS-136	o__Gitt-GS-136	f__Gitt-GS-136	g__Gitt-GS-136	s__
Zotu11330	0	0	0	0	1	0	0	0	0	0	1	0	9	0	0	0	0	3	3	6	0	0	0	1	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	2	3	1	0	0	2	5	0	0	0	0	6	3	1	0	0	1	1	1	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu11331	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	6	1	8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Chloroflexi	c__AD3	o__AD3	f__AD3	g__AD3	s__
Zotu11332	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	0	0	0	0	0	0	3	4	0	1	0	0	3	0	2	11	0	2	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	d__Bacteria	p__Chloroflexi	c__AD3	o__AD3	f__AD3	g__AD3	s__
Zotu11333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Lentimicrobiaceae	g__Lentimicrobium	s__
Zotu11334	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__	s__
Zotu11335	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	2	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	1	0	4	0	1	1	1	1	1	0	0	2	4	2	1	0	0	3	0	3	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu11336	0	2	1	3	2	0	0	0	0	0	13	0	2	0	3	0	0	0	4	0	0	0	4	0	0	2	1	2	0	1	14	1	0	0	1	2	0	1	3	6	6	4	0	7	0	0	8	0	6	1	0	0	3	0	0	0	1	0	1	0	0	2	0	2	5	0	1	0	2	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Conexibacter	s__
Zotu11337	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	21	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	d__Bacteria	p__WPS-2	c__WPS-2	o__WPS-2	f__WPS-2	g__WPS-2	s__
Zotu11338	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	4	6	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	10	0	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__
Zotu11339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__Cloacimonadales	f__Cloacimonadaceae	g__W5	s__
Zotu11340	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	4	0	0	6	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu11341	0	0	3	4	1	0	0	0	0	0	17	0	7	0	0	0	0	0	2	1	0	0	3	6	0	0	0	0	0	17	10	14	0	0	0	2	0	0	0	2	18	0	6	2	1	0	1	0	30	0	1	2	3	0	0	0	5	0	4	1	0	1	4	4	4	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu11342	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	12	0	3	0	4	0	0	0	0	1	3	4	2	1	2	0	0	0	0	0	1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
Zotu11343	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	15	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu11344	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	0	10	0	0	0	9	1	0	1	1	0	6	0	1	1	2	0	0	2	0	0	0	17	2	3	1	5	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__	g__	s__
Zotu11345	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	9	0	0	2	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__	g__	s__
Zotu11346	1	0	0	0	3	3	0	0	0	0	0	0	1	0	0	0	0	6	6	0	0	0	0	0	0	5	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	6	0	0	1	1	2	3	0	1	2	2	1	0	0	9	4	0	1	0	2	2	1	0	0	0	0	0	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__	s__
Zotu11347	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	17	6	0	3	0	0	0	0	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaeraceae	s__
Zotu11348	5	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	21	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	65	0	0	0	4	38	0	0	0	0	0	1	0	5	0	8	4	1	1	1	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Nitrosotaleaceae	s__
Zotu11349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	d__Bacteria	p__Caldatribacteriota	c__Caldatribacteriia	o__Caldatribacteriales	f__Caldatribacteriaceae	g__Candidatus_Caldatribacterium	s__
Zotu11350	0	0	0	0	0	0	0	0	0	0	31	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	9	3	4	0	0	0	0	0	25	0	62	11	0	3	0	0	0	0	6	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Crossiella	s__
Zotu11351	1	0	2	0	0	0	0	0	0	0	8	0	4	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	7	3	0	0	0	1	0	0	0	1	6	0	1	3	2	0	1	0	4	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
Zotu11352	61	0	36	127	3	0	0	0	0	0	71	0	2	0	0	0	0	19	5	14	0	76	26	49	0	0	1	0	0	4	62	9	2	0	0	6	0	0	1	53	12	0	8	27	1	20	1	4	17	27	34	18	10	2	0	0	27	6	28	9	28	64	15	15	48	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae___Subgroup_1__	g__Occallatibacter	s__
Zotu11353	2	0	1	0	0	0	0	0	0	0	7	0	1	0	0	0	0	3	2	1	0	1	0	1	0	3	1	0	0	2	0	0	0	0	0	10	0	0	0	6	3	0	5	3	2	3	3	0	1	1	0	3	1	0	0	0	1	3	4	0	1	1	1	5	3	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
Zotu11354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	1	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Xiphinematobacteraceae	g__Candidatus_Xiphinematobacter	s__
Zotu11355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	1	3	3	0	14	4	0	3	0	0	7	2	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__	g__	s__
Zotu11356	0	1	2	0	0	0	0	0	0	0	5	0	2	0	0	0	0	1	2	0	0	2	0	0	0	2	1	0	1	1	13	0	0	0	0	3	0	0	2	0	4	0	0	4	1	0	0	2	8	0	0	1	1	1	0	0	3	1	0	1	0	0	1	0	6	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__
Zotu11357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__	f__	g__	s__
Zotu11358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	d__Archaea	p__Halobacterota	c__Methanosarcinia	o__Methanosarciniales	f__Methanosaetaceae	g__Methanosaeta	s__
Zotu11359	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	8	0	0	1	5	1	0	0	0	0	1	0	0	6	0	0	0	4	0	1	1	4	2	0	7	2	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__
Zotu11360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	1	1	0	7	0	0	1	2	0	0	0	0	2	0	8	0	0	0	11	0	0	0	0	d__Bacteria	p__	c__	o__	f__	g__	s__
Zotu11361	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	1	1	0	6	0	0	0	0	1	4	1	0	0	2	1	2	1	0	0	3	1	1	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu11362	0	3	0	0	0	1	7	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	2	6	2	0	0	0	0	0	8	0	13	7	14	0	0	8	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	1	0	0	0	2	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__
Zotu11363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Thermovirga	s__
Zotu11364	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	3	4	0	1	6	1	0	0	2	0	1	0	0	3	1	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu11365	3	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	15	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	3	0	0	0	3	0	0	0	0	d__Bacteria	p__WPS-2	c__WPS-2	o__WPS-2	f__WPS-2	g__WPS-2	s__
Zotu11366	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	3	3	0	2	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu11367	1	0	2	8	0	0	0	0	0	0	25	0	2	0	0	0	0	2	0	0	0	0	4	4	0	1	0	0	0	7	6	1	2	0	0	11	0	0	0	11	15	0	0	9	1	0	7	2	2	4	0	8	1	2	0	0	2	0	2	1	9	3	4	2	4	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu11368	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaeraceae	s__
Zotu11369	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	13	0	0	1	1	0	0	0	1	0	6	0	0	1	1	0	0	2	0	0	0	4	0	3	1	1	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__	s__
Zotu11370	1	1	0	0	2	0	1	0	0	0	0	0	17	0	0	0	0	2	5	0	0	0	0	0	0	6	8	0	1	15	0	6	7	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	40	0	0	5	9	0	0	0	7	6	11	14	1	0	1	8	3	0	0	0	0	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Ammoniphilus	s__
Zotu11371	0	2	0	0	13	0	10	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	2	2	22	13	1	0	0	0	3	1	6	0	27	6	8	0	0	6	0	0	16	1	0	0	0	0	0	3	0	0	0	0	1	0	0	2	0	0	7	0	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Cellulomonadaceae	g__Cellulomonas	s__
Zotu11372	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	0	0	2	1	0	3	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	1	0	0	1	2	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu11373	0	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__[Agitococcus]_lubricus_group	s__
Zotu11374	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	1	0	0	8	0	3	0	0	5	0	0	1	0	1	7	1	0	0	0	0	0	d__Bacteria	p__WPS-2	c__WPS-2	o__WPS-2	f__WPS-2	g__WPS-2	s__
Zotu11375	0	2	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	8	2	3	0	0	1	0	0	2	0	5	2	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	2	0	0	0	0	0	3	1	0	2	1	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__
Zotu11376	1	0	0	3	3	1	0	0	0	0	2	0	4	0	0	0	0	5	4	0	0	1	0	0	0	0	4	0	0	4	0	2	2	0	0	3	0	0	0	6	0	0	7	0	0	2	1	2	1	7	3	10	3	1	0	0	3	1	3	4	0	2	5	4	3	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__	s__
